#As_1e9    ns    H0    omegab    omegam    omegach2    w0pwa   w    xi+    xi+_msk    xi-    xi-_msk    gammat    gammat_msk    wtheta    wtheta_msk    msk
1.8896579 0.954873 61.278781 0.047939951 0.35314758 0.11396304 -1.0 -0.90354579 0.4583334639683543 0.07551751782172976 0.6388800058914028 0.033932546704469664 0.03782536441596133 0.005270068007308261 0.011285005416265663 0.0007448591329777764 0.7360255327929374
1.8984659 0.98502492 70.97748 0.045821892 0.30265702 0.12874333 -1.0 -0.88478857 0.5217041473631556 0.07732694798976679 0.7174404342594771 0.029088358138831295 0.05303535924976799 0.006186804150562681 0.021422577137371435 0.0009047355787173941 0.7657339429988826
2.2298533 0.99321896 66.459601 0.048383677 0.27601362 0.099896246 -1.0 -1.1230439 0.3447192942262726 0.06439929112310629 0.471170842378679 0.029739318694410894 0.03196945109431363 0.004903129689822053 0.010784754405216741 0.0013639295168277092 0.6676922903742035
1.9546941 0.97545075 60.745873 0.044275939 0.33364253 0.1061329 -1.0 -1.0455536 0.45569449869455436 0.07461504906409468 0.6209623441557455 0.03308432541666498 0.03697478809009924 0.005113555911437344 0.008660479594576116 0.0007143596430465314 0.7467355730972003
2.0704304 0.93794584 61.342445 0.04446848 0.29437029 0.093390302 -1.0 -0.91520288 0.18772486897888274 0.0440075662424907 0.24413225352704365 0.022525831711073318 0.017458954207638114 0.003407965259828402 0.00600179818382408 0.0006397238346177905 0.45216312399613245
1.6961027 0.96453045 60.842196 0.050849492 0.27850217 0.083626711 -1.0 -0.93615504 0.07890025671351561 0.02056437318225128 0.09934599258608043 0.010649589742441342 0.0053700424552898095 0.001556376739413595 0.0050135339398779165 0.0006561282831421442 0.21532287341523748
1.6160648 0.98028215 75.655118 0.050320252 0.35227083 0.17218222 -1.0 -0.86389642 1.0723266118782515 0.14241093884006858 1.5130692054588875 0.04747463615565646 0.1076297817174228 0.009883091090061745 0.02231765562260503 0.0010713568210089439 1.2754275683118983
2.4872643 0.9778892 63.968753 0.042501698 0.30635054 0.10732184 -1.0 -1.0541074 0.6854965129723158 0.11131843284547788 0.9490302997092815 0.04843143002914846 0.07095821953402819 0.008505243423877299 0.03115809209076366 0.0012749995431681246 1.110733149944972
1.847754 0.94180067 66.020545 0.041105471 0.34613226 0.13230727 -1.0 -0.86247701 0.64619603897292 0.09847125316280134 0.89040374807595 0.041098591504385454 0.0651391290727346 0.007628859901189337 0.016151231458586046 0.0006099135620221192 0.9399571025724893
2.0815086 0.97683613 71.869824 0.046160857 0.3242484 0.14299463 -1.0 -0.92969423 1.008718704571142 0.14092648983244155 1.397155846040623 0.05215932903287368 0.10870952601696053 0.010867426503313855 0.025006618940640674 0.0011943805676633723 1.3365054362943087
1.8051682 0.9769081 66.846362 0.053655926 0.27781237 0.099517738 -1.0 -0.8529214 0.13819300988363004 0.028818835554526825 0.18124164964871375 0.013511827430697431 0.01124654101653115 0.002366777793990117 0.006391936095793528 0.0008124820603033179 0.2980123751769856
1.7192089 0.94854403 72.642592 0.051683866 0.30782053 0.1345168 -1.0 -1.0198261 0.42768630090392434 0.0715418023713891 0.5957927702009844 0.031048559331383962 0.0393425957960796 0.0054262434089169176 0.009544526739696782 0.0008736159975515519 0.7087846709707919
2.2865922 0.96167212 70.199692 0.047099704 0.31965096 0.13366803 -1.0 -0.98099123 0.9395773645726218 0.1404989808013779 1.2989518774166737 0.057207920906919354 0.1075105080276611 0.011242418184701569 0.02863458116381719 0.001265966435297823 1.35728131118375
2.1281892 0.9837293 60.320947 0.041228409 0.31027807 0.097251719 -1.0 -0.95000484 0.3406323863543568 0.062342405564449976 0.4661588157064337 0.027459506298781078 0.03173819302716746 0.004527285699695419 0.009887016691981665 0.0006635371137642113 0.6319609027447568
2.1982742 0.96206154 67.32221 0.04868359 0.3272277 0.12559885 -1.0 -0.90960009 0.6955935982940855 0.10868108132824648 0.9543857779706452 0.04506632836313428 0.0730297752062975 0.008525226409508257 0.018738696441952127 0.0011012031054226739 1.0706857793200586
1.8433897 0.95026662 73.656415 0.040027366 0.33666601 0.16028926 -1.0 -0.85466569 1.040263067628746 0.1458433160248056 1.4414213936218567 0.05174213151842619 0.1201123884318935 0.011925933944889444 0.024117415949354733 0.0008710641146600188 1.3564953535253932
1.7299473 0.96287843 73.323495 0.04213525 0.34841005 0.16401845 -1.0 -0.92429359 1.1655194460062703 0.15722859243850712 1.6524689336391725 0.05301760284942924 0.11966535189556418 0.011480224931443624 0.040476111504733486 0.0009974603583713852 1.4441472427518351
1.7830176 0.94394628 69.503831 0.054892153 0.3399811 0.13707513 -1.0 -0.93337812 0.5418967186554191 0.08636687913644937 0.7408264294009274 0.036727372827834455 0.04838778710504363 0.006411902443990474 0.01144136781658306 0.0009881037150621492 0.8375465344837492
2.1098312 0.95552309 73.085348 0.048449206 0.28960909 0.12816964 -1.0 -0.87672532 0.4669753981889031 0.07736536247981916 0.6359686637030317 0.03312507677033302 0.05334808372367633 0.006841717359229174 0.01310520091454485 0.0011138196246836172 0.7880200144135914
1.8351542 0.95115011 70.824779 0.048517558 0.29393172 0.12245827 -1.0 -0.90499487 0.3213649475797855 0.056233261836069894 0.4442830685061938 0.02470145725181765 0.031661490234067856 0.004658446228406564 0.009174316938351848 0.0008330776161624157 0.5687737213454436
1.581108 0.99249028 74.416027 0.053446507 0.29015659 0.13043887 -1.0 -1.1400465 0.3816528128397897 0.058769385531859786 0.5330710166593375 0.023176650947733794 0.03085481161759801 0.0042895060828287285 0.00871788444194655 0.0009607419446979827 0.5905516652242065
2.3530033 0.94664117 62.109331 0.041690761 0.2930822 0.096330843 -1.0 -1.0571602 0.3524603299883893 0.07088229324345846 0.471271186478628 0.034885071425799725 0.034742077166616904 0.005467136359540379 0.014335739971021853 0.0008399624034583775 0.7365831889821123
2.4859784 0.98335794 66.756023 0.047315154 0.30787088 0.11546805 -1.0 -0.92434184 0.7201201865033504 0.10875114427583958 1.0123892099517635 0.045257241478475596 0.07849141655004643 0.008919672372695519 0.027703463169798617 0.0014801875644996018 1.0969826299741516
1.9264048 0.94268978 70.23718 0.044682907 0.35020164 0.15007524 -1.0 -1.0796915 1.1374416618570578 0.1655603816540563 1.5839847151630204 0.06682442561275105 0.11365258729122163 0.011973472122753449 0.03749371324429364 0.0009707984194174943 1.5701512353038167
2.0678379 0.98696526 64.621204 0.046909194 0.34848693 0.12529071 -1.0 -1.1103719 0.9379903327741472 0.13950718145371233 1.363363275484955 0.055908834675437925 0.0858707820958973 0.009186772516646957 0.019969108819864346 0.001033191998548982 1.3240304014228907
1.5620471 0.9520947 60.089651 0.04434977 0.30940474 0.095060014 -1.0 -1.0709708 0.15044375668072452 0.031896526614866035 0.19828055937344313 0.016250800560177747 0.010416418548810211 0.0022558328908817327 0.004114107838754186 0.00041574629503922703 0.3343795358567741
2.3551512 0.97635949 74.80368 0.054170094 0.2732101 0.12192068 -1.0 -1.1019572 0.5360789112916299 0.0942669188560776 0.7296691333732364 0.040465226856180175 0.05889972023637874 0.007782180300262675 0.016561125996872757 0.0021039963460174754 0.9677571934437104
1.6898633 0.94385644 67.906052 0.041270449 0.29851989 0.11797855 -1.0 -1.0369653 0.3206871434967127 0.05615743125988358 0.43643691012979624 0.02505885163676261 0.028718464255432178 0.004333848101459075 0.008251891333470276 0.00049530583203752 0.5625256428072701
2.3475915 0.97143958 69.970143 0.049112628 0.32997348 0.1368593 -1.0 -1.075394 1.2592418569836514 0.1796142406623709 1.7652890092174083 0.07156390152729548 0.13699199951388277 0.013703745079847302 0.03306778913188819 0.0019161196196285566 1.7233510974660726
2.0220109 0.97075064 64.696523 0.054848604 0.31081587 0.10649355 -1.0 -0.96772695 0.32389519283746504 0.05912653781983888 0.4486028857184172 0.027843057835610308 0.0271155713303388 0.004389065351136868 0.008535842459272757 0.001145646286660183 0.6014893642293004
2.1285141 0.96249878 71.154111 0.054703323 0.28482503 0.11586335 -1.0 -0.85786722 0.29595347242320247 0.059127595021247994 0.39552839250987626 0.02749196011255426 0.03129306135147544 0.004778898553825632 0.013002873899376561 0.0012747154506914417 0.5920089899241925
1.6483883 0.98321985 75.897121 0.040585105 0.29352887 0.14505991 -1.0 -1.045215 0.6372484879235356 0.09047077594704306 0.8910749048668878 0.031368529920035935 0.06625471121056925 0.0069904354408345725 0.017164864723904924 0.0007731535236984737 0.8750074507485089
1.6133165 0.94137777 65.1812 0.048824382 0.33399038 0.12051017 -1.0 -1.0954325 0.3543725896604487 0.06267571530250007 0.48537939294552934 0.029418619767019493 0.027786805371958937 0.004359203590715968 0.00749929902333351 0.0006456925963471171 0.6311360397799916
2.4483678 0.93686456 66.064043 0.041817719 0.27827079 0.10255381 -1.0 -1.0019394 0.3534599488016271 0.07540520098162846 0.47103332719269186 0.036077796497446676 0.04113151009548197 0.006377970688025001 0.017327882336894265 0.0012394127468547892 0.7922924738905157
1.595927 0.93897847 70.733796 0.041920543 0.35073972 0.15386543 -1.0 -1.1258707 0.873786803659033 0.12838441816362534 1.2163709852776547 0.051008156379733424 0.07916922759845772 0.008933746790019235 0.01479722645917694 0.0007045932799700024 1.211311544257069
